BALANCE,CREDIT_UTILIZATION,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX,CASH_ADVANCE,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PAYMENTS,PAYMENT_RATIO,PRC_FULL_PAYMENT
-1.2129549766247614,-0.8792883523560361,-0.09802548998537387,-0.8064903456392757,-0.5793298473143738,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.8304872833683701,-0.014612810135061887,-0.6292773760555791
0.9785780924982199,0.21956807567861295,-1.6989441603104474,-1.2217580572960505,-1.4257656924438482,1.3460518659353682,0.7177918073779607,0.922680104840943,1.1495124504887209,-0.014899325510410075,0.9739614032790261
0.8525016244622763,-0.10964163232295301,0.6320097037831227,1.2698432294420245,0.5504229042896952,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.09153423733721253,-0.014980266210219258,-0.6292773760555791
0.6486842067021152,-0.4010132234248095,0.8637909091422687,-1.0141254472683066,-0.8917241332622607,0.5975399076109742,-0.24746041200605845,-0.08482996938776483,-4.327821720861451,-0.014999821765527954,-0.6292773760555791
0.28915583547484236,0.8102394683574956,-0.7061154457715845,-1.0141254472683066,-0.8917241332622607,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.034612594972809496,-0.014934753070962111,-0.6292773760555791
0.6903030323528199,1.6649419412253426,0.8227655052961984,0.43931029772976177,0.26710599781510075,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.44195013837305663,-0.014939142808980774,-0.6292773760555791
0.15535000300458673,-0.8646147243315075,1.0719490541328252,1.2698432294420245,1.453955911618961,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,1.1614175913998535,-0.014477375343499882,1.9473563764464652
0.6941462390112586,1.1042490572066965,0.4317766169081916,1.2698432294420245,0.5504229042896952,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.03390521025985461,-0.014970613962845202,-0.6292773760555791
0.39822045184220956,-0.6047322492692369,0.6698668381051484,-0.39122512558378775,-0.04528828813278624,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.025045728324264018,-0.014946628176119,-0.6292773760555791
-0.5577163210008556,-0.9506701688830813,0.808922824232951,-0.8064903456392757,-0.35768257408067305,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.32091471293900636,-0.014399642119214243,-0.6292773760555791
0.5205316084738545,1.855236216991294,0.6929131555221344,1.2698432294420245,0.5504229042896952,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.2732190050629832,-0.014934110733172372,-0.6292773760555791
0.15818459451726907,-0.15524540640788698,0.8621940105504086,-0.5988577356115318,0.07347850730789895,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.008688499787225815,-0.014912078942797533,-0.6292773760555791
0.601140552723407,0.3465673726832758,1.0719490541328252,1.2698432294420245,1.1135418429445751,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.10628302728357814,-0.01496836917817643,1.1743680543412822
0.34957606197932856,-0.6630178878698284,0.9881359159934857,0.6469429077575057,1.1135418429445751,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.5523666468106083,-0.014858900988990625,-0.028064637450532507
0.905795218325602,1.4507522645464728,-1.6989441603104474,-1.2217580572960505,-1.4257656924438482,0.7472033453492878,-0.24746041200605845,-0.08482996938776483,0.0784752632372476,-0.014977030907516925,-0.6292773760555791
1.1978616127502804,0.6425793649101683,0.8891773360174375,0.024042586072987013,0.48875327104880145,1.2912327206641634,0.23516859343681779,0.922680104840943,0.6744386839979485,-0.01496818817954274,-0.6292773760555791
0.75865031360265,0.8346721664483919,-1.6989441603104474,-1.2217580572960505,-1.4257656924438482,1.3460231235786353,0.7177918073779607,0.677321979818334,-0.3949759023734622,-0.014984983532783661,-0.6292773760555791
-1.2106837734884086,-0.9438198454528388,0.49255364304713267,-0.18359002395475696,0.26710599781510075,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.6781790269478578,-0.014513816067588581,1.1743680543412822
0.7380009221343165,-0.583588194634137,0.4825393547396223,0.43931029772976177,0.3482819668389198,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.5776795758111781,-0.014931960976229643,-0.6292773760555791
1.034591576286867,1.3722411861843926,0.40029912781245436,1.2698432294420245,0.5504229042896952,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.25517131930729686,-0.014976715732811686,-0.6292773760555791
0.7449644718032045,1.6725436304823584,0.11625166500193757,0.43931029772976177,0.26710599781510075,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.7648349820385953,-0.014991145555189987,-0.6292773760555791
1.1978616127502804,0.17176209151097427,1.0719490541328252,1.2698432294420245,1.453955911618961,0.6281964028109938,1.2004150213191034,1.292649107365675,0.701763297552521,-0.014966846948049447,-0.6292773760555791
-0.6279569622585519,-0.7932390292493979,0.6508363558578285,1.2698432294420245,0.801147556996688,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,0.7854146969892298,-0.013601281253941638,-0.6292773760555791
1.0650280010266655,0.12657211313358568,1.0719490541328252,1.2698432294420245,0.6075200664894864,1.3460518659353682,1.2004150213191034,1.789630632695762,1.1614175913998535,-0.014913585684050627,-0.6292773760555791
1.1978616127502804,1.1858300649861613,-1.6989441603104474,-1.2217580572960505,-1.4257656924438482,0.9869362313985555,1.3759148983433132,0.922680104840943,0.45251698504754345,-0.014977244730883047,-0.6292773760555791
-0.5029001581788058,-0.8378943632833599,0.4011398959248571,1.2698432294420245,0.5504229042896952,-0.9370978302544374,-0.7300836259472013,-0.8469819185938636,-0.7880469569492914,-0.014900351053689788,-0.6292773760555791
0.6330813770338891,1.520154116322653,-0.07481937165890418,-0.8064903456392757,-0.5793298473143738,0.647331769098779,0.7177918073779607,1.1231522899554371,0.14408547366662647,-0.014956612752354723,-0.6292773760555791
